call_id,profanity_regex,profanity_ml,privacy_regex,privacy_llm
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (balance due, payment amount) was only shared after the customer successfully verified their identity through date of birth and address.'}"
f2c33efc-17f4-4e42-ab36-8394328d9591,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2, 3]}","{'violation': False, 'reason': ""Error occurred: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}""}"
b3cc69d6-7e4d-46bc-908f-29f15cebac61,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 4], 'verification': [1, 2]}","{'violation': False, 'reason': ""Sensitive financial information (account balance, payment amount) was only disclosed after the customer's identity was successfully verified through their date of birth and address.""}"
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [1, 3], 'verification': [1, 2]}","{'violation': False, 'reason': ""Sensitive financial information ($750 balance) was only disclosed by the agent after the customer's identity was successfully verified through date of birth and address. The initial mention of 'outstanding balance' is permissible per Rule 5.""}"
89d28c5a-f0da-41e9-a93e-0a749c20189c,"{'is_agent_profane': True, 'is_customer_profane': False}","{'is_agent_profane': True, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [2], 'verification': [0, 1]}","{'violation': False, 'reason': ""Sensitive financial information was only shared by the agent after the customer's identity was verified through date of birth and address.""}"
d7bbea61-d739-43fb-a198-ced1b59f9491,"{'is_agent_profane': False, 'is_customer_profane': True}","{'is_agent_profane': False, 'is_customer_profane': True}","{'violation': True, 'reason': 'Sensitive information shared but no verification done.', 'sensitive': [2], 'verification': []}","{'violation': True, 'reason': 'Sensitive financial information (current balance of $500) was disclosed by the agent before any identity verification was successfully completed with the customer.'}"
23712d70-65df-47f3-8b69-fe2682aebc70,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 4], 'verification': [1, 2]}","{'violation': False, 'reason': ""Sensitive financial details (balance amount) were only disclosed after the customer's identity was successfully verified through their date of birth and address.""}"
367fd789-cfa1-458b-b005-4a846f6769d9,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2, 3]}","{'violation': False, 'reason': ""Sensitive information (balance of $500) was disclosed only after the customer's identity was successfully verified using their address and date of birth.""}"
911b0b97-93ec-49b4-a0ac-7a76dd6a40ce,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive information (current balance) was shared by the agent only after the customer successfully verified their identity using their date of birth and address.'}"
66783778-028a-45ff-b1b0-f5c0ea759950,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 4], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (balance, payment details) was only disclosed after the customer successfully verified their identity using their date of birth and address.'}"
ce11850d-6743-47cc-be50-2ffda1d2ea0e,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1]}","{'violation': False, 'reason': ""Sensitive financial information was only shared after the customer's identity was successfully verified.""}"
8372d771-4271-47b1-82e7-9cb3562fb380,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': ""The agent disclosed sensitive information ('your outstanding balance') specific to John Smith without any identity verification taking place during the conversation.""}"
ab0a99e3-48f9-430b-9d6c-c5cadd5618de,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2, 3]}","{'violation': False, 'reason': ""Sensitive financial information was only disclosed after the customer's identity was successfully verified using their date of birth and address.""}"
dd662920-e3e6-45da-a97c-a59ed0971b60,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2, 3]}","{'violation': False, 'reason': ""Error occurred: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}""}"
39c3e29c-7b7c-43d2-999b-eb473ec31de3,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [4], 'verification': [2, 3]}","{'violation': False, 'reason': 'Sensitive information (outstanding balance) was only shared after identity verification (DOB and address) was successfully completed by the customer.'}"
66ad6c2b-1019-4032-945a-41fa5d16f57f,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [1, 3, 4], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (outstanding balance, payment amount) was only disclosed by the agent after the customer successfully verified their identity using their Date of Birth and address.'}"
9505f0e7-5404-4f50-a497-35a9e899197c,"{'is_agent_profane': True, 'is_customer_profane': False}","{'is_agent_profane': True, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [2], 'verification': [1]}","{'violation': False, 'reason': ""Sensitive information ($750 balance) was shared after the customer provided their address, which was requested by the agent for identity verification and implicitly confirmed with 'Great!'. Therefore, verification occurred before sensitive information was disclosed.""}"
7419fc47-2a8a-4203-868f-73e562aeae64,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 7], 'verification': [1, 2]}","{'violation': False, 'reason': ""Sensitive information (outstanding balance of $350) was only shared after the customer successfully verified their Date of Birth and address. The initial mention of 'outstanding balance with ABC Credit' is considered an opening message to set the context of the call and not a disclosure of specific sensitive information about the customer, especially as the agent immediately requested verification before discussing any details. Customer providing credit card details for payment after verification is not a violation.""}"
73caf5a2-b721-48fa-932c-757aa5a2c44c,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 4], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (outstanding balance, payment amount) was only shared by the agent after the customer successfully completed identity verification using date of birth and address.'}"
3c56ea72-ffe6-42ae-a7bf-cea432b89f6e,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'The agent requested and received verification (date of birth and address) before disclosing any sensitive financial information (the outstanding balance). The customer then provided credit card details for payment after verification.'}"
60e92cb0-536d-4b03-b778-81dcbef4ea0e,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': ""The agent disclosed sensitive information ('outstanding balance') without performing any identity verification during the conversation.""}"
b2fefeb0-5115-4042-be07-1ef1ddfa8406,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [4], 'verification': [2, 3, 4]}","{'violation': False, 'reason': 'Sensitive information (outstanding balance) was only disclosed after the customer successfully verified their identity with their date of birth and address.'}"
d071bb49-40f8-4bae-8c6d-cfc0d4a011d5,"{'is_agent_profane': False, 'is_customer_profane': True}","{'is_agent_profane': False, 'is_customer_profane': True}","{'violation': True, 'reason': 'Sensitive info shared before verification.', 'sensitive': [2, 4], 'verification': [3]}","{'violation': True, 'reason': ""The agent disclosed sensitive financial information (a balance of $500) without successfully verifying the customer's identity. The customer refused to verify their address prior to this disclosure.""}"
38231782-a07c-4fbb-a036-723dfdfede1e,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': ""The agent disclosed the sensitive purpose of the call ('outstanding balance') to an unverified voicemail, without any identity verification taking place.""}"
28968f08-f076-4fca-add3-27d5ee342d6e,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'The agent successfully completed identity verification (DOB and address) before disclosing any sensitive financial information to the customer. Sensitive information provided by the customer (credit card details) was for the purpose of a transaction after verification.'}"
00be25b0-458f-4cbf-ae86-ae2ec1f7fba4,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': 'Sensitive financial information (a debt related to an outstanding balance with Definite Bank) was disclosed to an unverified individual (Sarah) after the initial identity verification for the intended recipient failed.'}"
69e752fa-63f2-408e-9664-7b779b39b518,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (outstanding balance) was only disclosed after the customer successfully verified their identity using their date of birth and address.'}"
40b40ec2-8ce2-47a8-b9d4-621285d7b484,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive information shared but no verification done.', 'sensitive': [2, 4], 'verification': []}","{'violation': True, 'reason': ""Sensitive financial information (outstanding balance, last payment, payment plan amount) was disclosed after only confirming the customer's name ('Lisa Green'), which is not considered sufficient verification according to the rules (Rule 2 mentions DOB, full address, SSN, phone number, or other unique identity data).""}"
9fd0d7f9-16b0-4fe3-a090-88c64816c7da,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (outstanding balance) was only disclosed after the customer successfully verified their date of birth and address.'}"
b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information ($500 balance) was only disclosed by the agent after the customer successfully verified their identity by providing their date of birth and current address.'}"
f152d094-a169-4486-b9af-a66a7716a608,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': False, 'reason': ""No sensitive information or personal identifiers were shared without verification. The mention of 'overdue account' in an opening voicemail message is considered a general statement of purpose and is ignored per rule 5. The agent provided a company callback number, not a customer's personal identifier.""}"
8598c6d9-a767-4120-af0a-5490357c72f3,"{'is_agent_profane': False, 'is_customer_profane': True}","{'is_agent_profane': False, 'is_customer_profane': True}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': ""Sensitive financial information was shared only after the customer's identity was successfully verified through their date of birth.""}"
f3c7fdbb-c742-4c12-abba-f02c1f57895e,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 4], 'verification': [1, 2]}","{'violation': False, 'reason': 'The agent requested and received identity verification (date of birth and address) before disclosing sensitive information such as the specific outstanding balance ($450). All subsequent sensitive information (payment amount, credit card details) was discussed or provided after verification was completed.'}"
4547f937-4327-4973-97ac-c826259b7c88,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2, 3]}","{'violation': False, 'reason': 'The agent requested and received identity verification (date of birth and address) before disclosing sensitive information (outstanding balance). The customer then provided their own sensitive financial details (bank account number) for a transaction after their identity was verified, which is compliant.'}"
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive information shared but no verification done.', 'sensitive': [2, 3], 'verification': []}","{'violation': True, 'reason': 'Sensitive financial information (an overdue balance of $450 and a payment due date) was disclosed by the agent before customer identity verification was completed.'}"
084fc190-bccc-472f-a6f8-de13e814c67d,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': ""Sensitive information (balance, payment amounts, credit card mention) was disclosed only after the customer's identity was successfully verified through Date of Birth and address.""}"
1190bab7-d82f-4259-bb55-9617dff7da07,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive info shared before verification.', 'sensitive': [2, 3, 6], 'verification': [4, 5]}","{'violation': True, 'reason': 'Sensitive information (balance of $500, payment options, account number 123456) was shared before full identity verification (Date of Birth) was completed by the agent.'}"
ddaea5f2-20b8-439a-a0be-ac92bb606e7a,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': ""The agent disclosed sensitive financial information ('overdue balance on your account') without any identity verification. The agent was speaking to a voicemail, not a verified individual.""}"
5b8dc067-9564-4e0f-b27f-a54f661c36bd,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive information shared but no verification done.', 'sensitive': [2], 'verification': []}","{'violation': False, 'reason': 'Sensitive financial information ($500 outstanding balance) was only disclosed after the customer successfully provided the last four digits of their Social Security number for identity verification.'}"
abc980d5-1416-463f-b5fe-411e4b1ec168,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Identity verification (address and date of birth) was successfully completed before the agent disclosed sensitive financial information (outstanding balance of $250).'}"
b70866a2-2f46-4784-992b-74d6dc60806e,"{'is_agent_profane': False, 'is_customer_profane': True}","{'is_agent_profane': False, 'is_customer_profane': True}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [6], 'verification': [1, 2, 5]}","{'violation': False, 'reason': ""Sensitive information (balance of $500) was disclosed only after the customer provided a personal identifier (zip code '12345') which was accepted by the agent as verification. This follows the rule that sensitive information should only be disclosed after identity verification.""}"
9e936113-46a1-4d70-9cc5-876b1c801602,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive information shared but no verification done.', 'sensitive': [2, 5], 'verification': []}","{'violation': True, 'reason': 'Sensitive financial information (balance due, payment plan details) was shared and discussed without adequate identity verification of the customer (only a name confirmation occurred, which is not sufficient per rules).'}"
ecf48f31-9a97-4042-bd79-0c24e6ecb4af,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive information shared but no verification done.', 'sensitive': [2, 3, 4], 'verification': []}","{'violation': True, 'reason': 'Sensitive financial information (account balance, missed payment details, and partial account number) was disclosed after only collecting a full name, which is insufficient to adequately confirm personal identity as required for verification before sharing sensitive data.'}"
216fd3c8-1a80-484d-8792-464771794d9e,"{'is_agent_profane': False, 'is_customer_profane': True}","{'is_agent_profane': False, 'is_customer_profane': True}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive information (balance amount) was only disclosed after the customer successfully completed the identity verification by providing their Date of Birth.'}"
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3, 6], 'verification': [1, 2, 3]}","{'violation': False, 'reason': ""The agent successfully verified the customer's identity (Date of Birth and address) before disclosing any sensitive information (current balance).""}"
6aa42a81-2d58-4f54-a02a-b73d8457c53d,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2, 5]}","{'violation': False, 'reason': 'Sensitive information (balance of $250) was only disclosed after the customer successfully verified their identity with Date of Birth and address.'}"
e73ff54e-9287-462f-9fe3-d486c12783df,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1]}","{'violation': False, 'reason': ""Agent verified the customer's date of birth and address before disclosing any sensitive financial information such as the outstanding balance or payment options.""}"
708e7950-1be4-47a7-9c82-e03c88f5a1d0,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': ""The agent disclosed sensitive financial information ('outstanding balance on your account with City Bank') after the customer explicitly stated they were not the intended party ('No, this is not Sarah'), meaning identity was not verified.""}"
d300835a-37e7-4da5-a998-c2203a674349,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [1, 3], 'verification': [1, 2]}","{'violation': False, 'reason': ""The agent requested and received verification of the customer's date of birth and address before disclosing the outstanding account balance. No sensitive information was shared before identity verification was complete.""}"
4f05aaff-585f-485f-90a1-60d027ec6e46,"{'is_agent_profane': True, 'is_customer_profane': False}","{'is_agent_profane': True, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [2], 'verification': [1]}","{'violation': False, 'reason': ""Sensitive information (overdue balance) was disclosed after the agent successfully verified the customer's identity using their Date of Birth.""}"
6c896881-40f4-41ae-85c3-aebf302976a5,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive financial information (outstanding balance) was shared only after the customer successfully verified their Date of Birth and address.'}"
a73d777f-368a-46b5-9d59-0aa5829b4427,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': []}","{'violation': True, 'reason': 'Sensitive financial information (outstanding debt connected to an account) was disclosed to an unverified individual, who was later identified as the wrong party, without any prior identity verification.'}"
ab6ec93c-09e1-4b88-8777-574ceb28cd05,"{'is_agent_profane': False, 'is_customer_profane': True}","{'is_agent_profane': False, 'is_customer_profane': True}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [1, 4], 'verification': [1, 2]}","{'violation': False, 'reason': 'Sensitive information (outstanding balance of $500) was only shared after the customer successfully provided a personal identifier (address) for verification.'}"
742147aa-a2df-4429-859e-05b4a7875563,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': True, 'reason': 'Sensitive info shared before verification.', 'sensitive': [2, 4], 'verification': [3]}","{'violation': True, 'reason': 'Sensitive information (current balance of $500) was shared by the agent before identity verification, such as confirming the mailing address, took place.'}"
41fac7e4-d242-4887-9f54-f891dff6ff70,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': False, 'reason': 'The agent properly requested and received identity verification (date of birth and address) from the customer before disclosing any sensitive information (outstanding balance amount).'}"
49dca3af-dcec-423e-939d-93811e8a51a9,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Verification done before sharing sensitive info.', 'sensitive': [3], 'verification': [1, 2]}","{'violation': True, 'reason': ""The agent mentioned 'outstanding balance on your account' after only confirming the customer's name, but before verifying their date of birth or address.""}"
ee078707-82d8-4937-942a-0d1dce58dac5,"{'is_agent_profane': False, 'is_customer_profane': False}","{'is_agent_profane': False, 'is_customer_profane': False}","{'violation': False, 'reason': 'Sensitive information not shared.', 'sensitive': [], 'verification': [1]}","{'violation': True, 'reason': ""Sensitive financial information (account balance of two thousand five hundred dollars) was disclosed after only a name ('Jessica Brown') was provided, which is insufficient verification of personal identity as per the rules.""}"
